lapStartTime,lapEndTime,lapDuration [min],minDist [km],FU3_L_at_min,ELFIN_A_L_at_min
2018-11-02 08:16:00,2018-11-02 08:18:00,2.0,267.11425255995147,-1e+31,-1e+31
2018-11-02 09:03:00,2018-11-02 09:05:00,2.0,205.30423707269568,-1e+31,-1e+31
2018-11-02 09:50:00,2018-11-02 09:53:00,3.0,274.47461195646616,-1e+31,-1e+31
2018-11-02 10:37:00,2018-11-02 10:39:00,2.0,316.8248070803397,-1e+31,-1e+31
2018-11-07 17:15:00,2018-11-07 17:16:00,1.0,491.8906715427289,4.987463652131398,6.171091640911992
2018-11-07 18:00:00,2018-11-07 18:03:00,3.0,147.35828548831606,-19.530214359591568,22.53896728657225
2018-11-07 18:47:00,2018-11-07 18:51:00,4.0,19.808628949055485,5.488567276803283,5.278042080839181
2018-11-07 19:35:00,2018-11-07 19:37:00,2.0,373.5223950309533,25.32837481024292,17.518342244645183
2018-11-13 02:58:00,2018-11-13 03:01:00,3.0,318.16612124955907,-28.174550090565052,-1e+31
2018-11-13 03:45:00,2018-11-13 03:48:00,3.0,111.11909901754463,20.244712470711708,-19.31756653793263
2018-11-13 04:32:00,2018-11-13 04:36:00,4.0,202.64825498037976,-1e+31,-1e+31
2018-11-13 05:20:00,2018-11-13 05:22:00,2.0,452.1723807364364,-1e+31,-33.12631270847998
2018-11-18 12:42:00,2018-11-18 12:47:00,5.0,179.17888869853186,7.419138577691601,-7.885479505207291
2018-11-18 13:29:00,2018-11-18 13:34:00,5.0,82.05403256699863,45.83247678379122,48.76209647053377
2018-11-18 14:17:00,2018-11-18 14:20:00,3.0,346.1155333569986,6.975791312601884,5.79297119179809
2018-11-18 15:06:00,2018-11-18 15:07:00,1.0,488.95848869737233,-24.219936673163193,9.104304656764718
2018-11-23 22:27:00,2018-11-23 22:33:00,6.0,72.12700141236168,4.025211009584795,4.011524967784416
2018-11-23 23:14:00,2018-11-23 23:20:00,6.0,63.72423675747787,6.1916231171732425,6.2567193086844055
2018-11-24 00:03:00,2018-11-24 00:05:00,2.0,442.98862862867486,6.0907785899524,5.044688552414264
2018-11-24 00:51:00,2018-11-24 00:52:00,1.0,485.9361749084393,9.841476281982057,-6.08275611002725
2018-11-29 08:12:00,2018-11-29 08:20:00,8.0,50.289235413724846,-11.260821985452381,11.384513945260288
2018-11-29 08:58:00,2018-11-29 09:06:00,8.0,75.17091256300415,-40.886283256478634,-1e+31
2018-11-29 09:49:00,2018-11-29 09:50:00,1.0,492.39565997793164,-10.010968742397717,7.760966719601971
2018-11-29 10:35:00,2018-11-29 10:38:00,3.0,454.78515408179663,-22.1720970847345,7.724978229247957
2018-12-04 17:57:00,2018-12-04 18:08:00,11.0,59.027633930617306,2.0829047771243334,2.088913785959123
2018-12-04 18:44:00,2018-12-04 18:55:00,11.0,113.18431665887081,2.39863348785814,2.4814272742174905
2018-12-04 19:35:00,2018-12-04 19:38:00,3.0,475.3386749983322,2.199492697065844,1.9465436562982845
2018-12-04 20:20:00,2018-12-04 20:26:00,6.0,407.00282293256146,2.8988479929979802,2.4778667443549494
2018-12-10 03:44:00,2018-12-10 04:00:00,16.0,155.59666241031712,1.8240009379436697,1.9046579544511868
2018-12-10 04:31:00,2018-12-10 04:47:00,16.0,126.19420940318516,-1.5510363570055716,-1.5522025634386194
2018-12-10 05:21:00,2018-12-10 05:32:00,11.0,368.66805252104996,2.179090732842421,1.9235633266859937
2018-12-10 06:07:00,2018-12-10 06:17:00,10.0,380.8747537765289,-2.2989492612306726,-2.066735829065552
2018-12-15 13:37:00,2018-12-15 13:50:00,13.0,376.94056727010366,1.1000937572882432,1.1387270815501347
2018-12-15 14:23:00,2018-12-15 14:43:00,20.0,71.39686877259575,1.0930458612117107,1.067033504369176
2018-12-15 15:10:00,2018-12-15 15:30:00,20.0,142.9257908723768,1.0864886431453682,1.0872825467494562
2018-12-15 15:58:00,2018-12-15 16:09:00,11.0,422.71147650969806,1.0260310159565906,1.0035557290903647
2018-12-21 00:18:00,2018-12-21 00:34:00,16.0,84.77312340864871,2.0265876786928905,1.9803239643619228
2018-12-21 01:04:00,2018-12-21 01:20:00,16.0,111.60792460354506,1.4345369528060257,1.4050874442913959
2018-12-21 01:54:00,2018-12-21 02:02:00,8.0,430.77839255381684,1.6700455057217156,1.7458674322825536
2018-12-21 02:42:00,2018-12-21 02:51:00,9.0,409.13685925836324,1.359304378654316,1.4640247458196134
2018-12-26 10:10:00,2018-12-26 10:19:00,9.0,257.3716694350052,2.7616282959027836,2.5073528205516014
2018-12-26 10:57:00,2018-12-26 11:05:00,8.0,329.57309328646676,-2.9182414466286177,-2.5498823114113307
2018-12-26 11:44:00,2018-12-26 11:53:00,9.0,263.1708398683166,2.9652225858972328,3.3014288725721737
2018-12-26 12:30:00,2018-12-26 12:40:00,10.0,187.09816731958898,-2.581829680047067,-2.74266877127821
2018-12-31 21:31:00,2018-12-31 21:39:00,8.0,23.260572572389567,7.627667033973235,7.531788254528634
2018-12-31 22:18:00,2018-12-31 22:26:00,8.0,39.51837134203828,6.2341529660329025,-6.035877455478259
2018-12-31 23:09:00,2018-12-31 23:10:00,1.0,495.93051991947243,4.441485402550651,5.182030134638056
2018-12-31 23:55:00,2018-12-31 23:57:00,2.0,472.1320389955756,3.9959414846492636,4.987945031343454
2019-01-06 07:18:00,2019-01-06 07:22:00,4.0,374.7872120321788,4.290449883972788,3.553605631889812
2019-01-06 08:05:00,2019-01-06 08:10:00,5.0,295.1965250416115,6.6744563630060485,-5.499845167055044
2019-01-06 08:52:00,2019-01-06 08:57:00,5.0,151.63222020901492,-5.986197715348552,-6.708274740746283
2019-01-06 09:39:00,2019-01-06 09:44:00,5.0,231.30438438419088,5.468378299211705,6.043342311752265
2019-01-11 18:37:00,2019-01-11 18:41:00,4.0,269.60683138941084,-1e+31,-1e+31
2019-01-11 19:24:00,2019-01-11 19:29:00,5.0,108.23045744309992,-1e+31,-1e+31
2019-01-11 20:12:00,2019-01-11 20:16:00,4.0,250.57450847686258,25.177403694965136,-27.769500307034967
2019-01-11 21:00:00,2019-01-11 21:01:00,1.0,444.9089160364761,13.139534761329351,-1e+31
2019-01-17 05:10:00,2019-01-17 05:12:00,2.0,388.32919043705215,10.809106785440376,-8.596708732418369
2019-01-17 05:56:00,2019-01-17 06:00:00,4.0,210.09647826765584,6.2972718304964985,5.344256650323023
2019-01-17 06:43:00,2019-01-17 06:47:00,4.0,124.28651003249315,9.048318770755978,9.439968037127395
2019-01-17 07:31:00,2019-01-17 07:34:00,3.0,303.27719758763095,5.746643292027131,8.186399253181628
2019-01-22 16:28:00,2019-01-22 16:31:00,3.0,276.4045504105611,-1e+31,-1e+31
2019-01-22 17:15:00,2019-01-22 17:18:00,3.0,210.0433274448718,-1e+31,-1e+31
2019-01-22 18:02:00,2019-01-22 18:05:00,3.0,240.3910793064261,-1e+31,-1e+31
2019-01-22 18:50:00,2019-01-22 18:52:00,2.0,314.82550650352465,-1e+31,-1e+31
2019-01-28 03:47:00,2019-01-28 03:49:00,2.0,186.8294461487501,-12.456141181777296,11.206339079785723
2019-01-28 04:34:00,2019-01-28 04:36:00,2.0,215.83634651451945,10.523835686126894,7.159232731802678
2019-01-28 05:21:00,2019-01-28 05:23:00,2.0,311.53981400626583,-10.48725668775528,-12.165975354208962
2019-01-28 06:08:00,2019-01-28 06:10:00,2.0,291.6604388241046,7.32774090900059,-26.543940411149745
